INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP
485,101,9/9/2013 0:59,1358,20.3,20.04,0.26,6.4,1186,0.055,0.29,0.235,5.9,0.873,0.4,0.49,STABLE,0,-3.75,32,5,34.2
486,101,9/9/2013 1:09,1548,20.3,20,0.3,6.4,1404,0.055,0.333,0.278,6,0.907,0.4,0.49,STABLE,0,-3.75,165,3,34.1
487,101,9/9/2013 1:20,1443,20.3,20.02,0.28,6.5,1353,0.055,0.322,0.267,6,0.938,0.4,0.49,STABLE,0,-3.75,163,0,34.5
488,101,9/9/2013 1:30,2283,20.3,19.85,0.45,6.5,2114,0.055,0.473,0.418,6,0.926,0.7,0.49,STABLE,0.02,-3.73,382,33,34.7
489,101,9/9/2013 1:41,2427,20.3,19.83,0.47,6.5,2258,0.055,0.501,0.447,6,0.93,0.7,0.49,DYNAMIC,0.05,-3.68,602,67,34.9
490,101,9/9/2013 1:51,2478,20.3,19.81,0.49,6.5,2393,0.055,0.528,0.474,6,0.966,0.7,0.49,STABLE,0.26,-3.42,550,204,35.2
491,101,9/9/2013 2:02,2104,20.3,19.88,0.41,6.5,2095,0.055,0.468,0.413,6.1,0.996,0.6,0.49,DYNAMIC,0.05,-3.37,499,132,35.6
492,101,9/9/2013 2:12,2161,20.3,19.87,0.43,6.6,2150,0.055,0.48,0.425,6.1,0.995,0.6,0.49,STABLE,0.15,-3.22,395,182,35.5
493,101,9/9/2013 2:23,2130,20.3,19.88,0.42,6.6,2099,0.055,0.47,0.415,6.1,0.985,0.6,0.49,STABLE,0,-3.22,339,23,36
494,101,9/9/2013 2:33,1334,20.29,20.03,0.26,6.6,1325,0.055,0.316,0.261,6.1,0.993,0.4,0.49,STABLE,0,-3.22,42,0,36.1
495,101,9/9/2013 2:44,1182,20.3,20.06,0.23,6.6,1122,0.055,0.277,0.222,6.1,0.949,0.3,0.49,STABLE,0,-3.22,7,0,35.6
496,101,9/9/2013 2:54,1238,20.3,20.06,0.24,6.6,1181,0.055,0.289,0.234,6.1,0.954,0.4,0.49,STABLE,-0.01,-3.23,53,7,35
497,101,9/9/2013 3:05,1916,20.3,19.92,0.38,6.6,1842,0.055,0.419,0.364,6.2,0.961,0.6,0.49,STABLE,0,-3.23,311,41,34.7
498,101,9/9/2013 3:15,1513,20.29,20,0.3,6.7,1465,0.055,0.346,0.29,6.2,0.969,0.4,0.49,STABLE,0,-3.23,137,13,34.9
499,101,9/9/2013 3:26,1580,20.3,19.99,0.31,6.7,1501,0.055,0.352,0.297,6.2,0.949,0.5,0.49,DYNAMIC,0,-3.23,51,2,35
500,101,9/9/2013 3:36,2535,20.3,19.8,0.49,6.7,2351,0.055,0.52,0.465,6.2,0.927,0.7,0.49,STABLE,0.19,-3.04,453,131,34.6
501,101,9/9/2013 3:47,2292,20.29,19.84,0.45,6.7,2269,0.055,0.504,0.449,6.2,0.99,0.7,0.49,STABLE,0.02,-3.02,261,56,35.5
502,101,9/9/2013 3:57,2054,20.29,19.89,0.41,6.8,2045,0.056,0.461,0.405,6.3,0.996,0.6,0.49,DYNAMIC,0.05,-2.97,204,22,36.1
503,101,9/9/2013 4:08,2219,20.29,19.85,0.44,6.8,2222,0.056,0.495,0.439,6.3,1.001,0.7,0.49,STABLE,0.15,-2.82,374,80,35.8
504,101,9/9/2013 4:18,2266,20.3,19.85,0.45,6.8,2262,0.056,0.502,0.447,6.3,0.998,0.7,0.49,DYNAMIC,0.05,-2.77,370,78,35.6
505,101,9/9/2013 4:29,2195,20.29,19.86,0.43,6.8,2187,0.055,0.487,0.432,6.3,0.996,0.6,0.49,STABLE,0.38,-2.39,150,33,35.5
506,101,9/9/2013 4:39,2227,20.3,19.85,0.44,6.8,2264,0.055,0.504,0.448,6.3,1.017,0.7,0.49,STABLE,0.01,-2.38,362,69,35.7
507,101,9/9/2013 4:50,1961,20.3,19.91,0.39,6.9,1953,0.055,0.442,0.387,6.4,0.996,0.6,0.49,STABLE,-0.01,-2.39,250,43,35.9
508,101,9/9/2013 5:00,1271,20.3,20.05,0.25,6.9,1247,0.055,0.302,0.247,6.4,0.981,0.4,0.49,STABLE,0,-2.39,0,0,35.8
509,101,9/9/2013 5:11,1182,20.3,20.06,0.23,6.9,1166,0.055,0.288,0.232,6.4,0.986,0.3,0.49,STABLE,0,-2.39,9,1,35.2
510,101,9/9/2013 5:21,1113,20.29,20.07,0.22,6.9,1129,0.055,0.279,0.224,6.4,1.015,0.3,0.49,STABLE,0.01,-2.38,12,0,34.6
511,101,9/9/2013 5:32,1153,20.3,20.07,0.23,6.9,1119,0.055,0.279,0.224,6.4,0.971,0.3,0.49,STABLE,-0.01,-2.39,77,1,34.2
512,101,9/9/2013 5:42,1156,20.3,20.07,0.23,6.9,1125,0.055,0.278,0.223,6.4,0.974,0.3,0.49,STABLE,0,-2.39,173,8,33.8
513,101,9/9/2013 5:53,1483,20.3,20.01,0.29,6.9,1420,0.055,0.336,0.281,6.4,0.957,0.4,0.49,CHECKSUM ERROR,0,-2.39,77,6,33.5
514,101,9/9/2013 6:03,2263,20.3,19.85,0.44,7,2145,0.055,0.478,0.423,6.5,0.948,0.7,0.49,STABLE,0,-2.39,295,55,33.9
515,101,9/9/2013 6:14,1785,20.3,19.95,0.35,7,1728,0.055,0.395,0.34,6.5,0.968,0.5,0.49,DYNAMIC,0.11,-2.28,324,38,34.6
516,101,9/9/2013 6:24,1722,20.3,19.96,0.34,7,1724,0.055,0.394,0.339,6.5,1.001,0.5,0.49,STABLE,0.13,-2.15,336,31,34.4
517,101,9/9/2013 6:35,1312,20.3,20.04,0.26,7,1326,0.055,0.317,0.262,6.5,1.011,0.4,0.49,STABLE,0,-2.15,1,1,34.6
518,101,9/9/2013 6:45,1325,20.3,20.04,0.26,7,1307,0.054,0.312,0.258,6.5,0.987,0.4,0.49,STABLE,0,-2.15,16,0,34.4
519,101,9/9/2013 6:56,1325,20.3,20.04,0.26,7,1297,0.054,0.31,0.256,6.5,0.979,0.4,0.49,STABLE,0,-2.15,0,0,34.3
520,101,9/9/2013 7:06,1320,20.3,20.03,0.26,7.1,1296,0.054,0.312,0.258,6.6,0.982,0.4,0.49,STABLE,0,-2.15,13,1,34.2
521,101,9/9/2013 7:17,1353,20.3,20.04,0.26,7.1,1304,0.054,0.31,0.256,6.6,0.964,0.4,0.49,STABLE,0,-2.15,250,4,34
522,101,9/9/2013 7:27,1247,20.29,20.05,0.25,7.1,1232,0.054,0.297,0.243,6.6,0.989,0.4,0.49,STABLE,-0.01,-2.16,28,1,33.9
523,101,9/9/2013 7:38,1268,20.29,20.04,0.25,7.1,1230,0.054,0.296,0.242,6.6,0.97,0.4,0.49,STABLE,0,-2.16,136,1,33.8
524,101,9/9/2013 7:48,1329,20.29,20.04,0.26,7.1,1267,0.054,0.303,0.249,6.6,0.953,0.4,0.49,STABLE,0,-2.16,132,1,33.7
525,101,9/9/2013 7:59,1653,20.3,19.97,0.32,7.1,1562,0.054,0.362,0.309,6.6,0.945,0.5,0.49,STABLE,0,-2.16,32,2,33.7
526,101,9/9/2013 8:09,1436,20.3,20.02,0.28,7.1,1439,0.054,0.338,0.285,6.6,1.003,0.4,0.49,STABLE,0,-2.16,271,8,33.7
527,101,9/9/2013 8:20,1245,20.3,20.06,0.24,7.2,1193,0.053,0.289,0.236,6.6,0.958,0.4,0.49,STABLE,0,-2.16,46,0,33.7
528,101,9/9/2013 8:30,1372,20.3,20.04,0.27,7.2,1263,0.053,0.302,0.249,6.7,0.921,0.4,0.49,STABLE,0,-2.16,103,1,33.6
529,101,9/9/2013 8:41,1380,20.3,20.04,0.27,7.2,1263,0.053,0.302,0.248,6.7,0.915,0.4,0.49,STABLE,-0.01,-2.17,263,8,33.7
530,101,9/9/2013 8:51,1505,20.3,20.01,0.29,7.2,1398,0.053,0.328,0.275,6.7,0.929,0.4,0.49,STABLE,0,-2.17,158,6,33.9
531,101,9/9/2013 9:02,1521,20.3,20,0.3,7.2,1410,0.053,0.333,0.28,6.7,0.927,0.4,0.49,STABLE,0,-2.17,61,1,34.1
532,101,9/9/2013 9:12,1928,20.3,19.92,0.38,7.2,1828,0.053,0.415,0.363,6.7,0.948,0.6,0.49,STABLE,0.06,-2.11,127,18,34.3
533,101,9/9/2013 9:23,2036,20.3,19.9,0.4,7.2,1981,0.053,0.446,0.393,6.7,0.973,0.6,0.49,STABLE,0.13,-1.98,436,152,34.4
534,101,9/9/2013 9:33,1853,20.3,19.93,0.37,7.3,1878,0.053,0.424,0.372,6.8,1.013,0.5,0.49,STABLE,0,-1.98,499,48,34.6
535,101,9/9/2013 9:44,1279,20.31,20.06,0.25,7.3,1272,0.053,0.304,0.251,6.8,0.994,0.4,0.49,STABLE,0,-1.98,105,9,34.9
536,101,9/9/2013 9:54,1286,20.3,20.05,0.25,7.3,1247,0.053,0.299,0.246,6.8,0.97,0.4,0.49,STABLE,0,-1.98,38,4,34.6
537,101,9/9/2013 10:05,1260,20.3,20.06,0.25,7.3,1170,0.053,0.285,0.232,6.8,0.928,0.4,0.49,STABLE,0,-1.98,117,8,34.5
538,101,9/9/2013 10:15,1289,20.3,20.05,0.25,7.3,1239,0.053,0.298,0.245,6.8,0.962,0.4,0.49,STABLE,0,-1.98,14,4,34.1
539,101,9/9/2013 10:26,1881,20.31,19.94,0.37,7.3,1877,0.052,0.423,0.371,6.8,0.998,0.6,0.49,STABLE,0.01,-1.97,0,0,33.9
540,101,9/9/2013 10:36,2311,20.31,19.86,0.46,7.4,2195,0.05,0.486,0.437,6.8,0.95,0.7,0.49,STABLE,-0.01,-1.98,503,94,34.7
541,101,9/9/2013 10:47,2280,20.31,19.87,0.44,7.4,2113,0.052,0.47,0.418,6.9,0.927,0.7,0.49,DYNAMIC,0.04,-1.94,198,35,35.7
542,101,9/9/2013 10:57,2259,20.31,19.86,0.44,7.4,2154,0.054,0.48,0.426,6.9,0.954,0.7,0.49,STABLE,0.09,-1.85,354,51,35.6
543,101,9/9/2013 11:08,1541,20.31,20.01,0.3,7.4,1470,0.054,0.345,0.291,6.9,0.954,0.4,0.49,STABLE,-0.04,-1.89,166,18,35.2
544,101,9/9/2013 11:18,1563,20.31,20,0.3,7.4,1434,0.054,0.338,0.284,6.9,0.917,0.5,0.49,STABLE,-0.03,-1.92,57,5,34.6
545,101,9/9/2013 11:29,1772,20.31,19.97,0.34,7.5,1579,0.054,0.367,0.312,6.9,0.891,0.5,0.49,STABLE,-0.03,-1.95,119,2,34.3
546,101,9/9/2013 11:39,1980,20.31,19.93,0.38,7.5,1764,0.054,0.402,0.348,7,0.891,0.6,0.49,STABLE,-0.01,-1.96,206,2,34.1
547,101,9/9/2013 11:50,2452,20.31,19.83,0.48,7.5,2272,0.054,0.503,0.45,7,0.927,0.7,0.49,STABLE,0.03,-1.93,323,100,33.9
548,101,9/9/2013 12:00,2076,20.32,19.91,0.4,7.5,1906,0.054,0.431,0.377,7,0.918,0.6,0.49,STABLE,-0.01,-1.94,250,21,33.9
549,101,9/9/2013 12:11,1759,20.31,19.97,0.34,7.5,1545,0.054,0.359,0.305,7,0.878,0.5,0.49,STABLE,-0.01,-1.95,80,0,33.9
550,101,9/9/2013 12:21,1915,20.31,19.95,0.37,7.6,1616,0.054,0.373,0.319,7,0.844,0.5,0.49,STABLE,-0.01,-1.96,21,0,33.7
551,101,9/9/2013 12:32,2128,20.31,19.91,0.41,7.6,1775,0.054,0.404,0.351,7,0.834,0.6,0.49,STABLE,-0.02,-1.98,37,0,33.5
552,101,9/9/2013 12:42,2806,20.31,19.77,0.54,7.6,2481,0.054,0.545,0.491,7.1,0.884,0.8,0.49,DYNAMIC,0.04,-1.94,249,28,33.8
553,101,9/9/2013 12:53,2799,20.31,19.77,0.54,7.6,2530,0.054,0.554,0.5,7.1,0.904,0.8,0.49,STABLE,0.21,-1.73,374,50,33.5
554,101,9/9/2013 13:03,2011,20.31,19.92,0.39,7.7,1820,0.054,0.413,0.36,7.1,0.905,0.6,0.49,STABLE,0,-1.73,299,3,33.6
555,101,9/9/2013 13:14,2014,20.31,19.92,0.39,7.7,1797,0.054,0.41,0.356,7.1,0.892,0.6,0.49,STABLE,0,-1.73,162,1,33.5
556,101,9/9/2013 13:24,2085,20.31,19.91,0.4,7.7,1844,0.054,0.419,0.366,7.2,0.885,0.6,0.49,STABLE,0,-1.73,23,3,33.6
557,101,9/9/2013 13:35,2044,20.31,19.92,0.39,7.7,1822,0.054,0.413,0.359,7.2,0.892,0.6,0.49,STABLE,0,-1.73,157,15,33.2
558,101,9/9/2013 13:45,2119,20.31,19.91,0.41,7.7,1853,0.054,0.419,0.365,7.2,0.874,0.6,0.49,STABLE,-0.01,-1.74,255,21,32.9
559,101,9/9/2013 13:56,2085,20.31,19.91,0.4,7.8,1825,0.054,0.415,0.361,7.2,0.875,0.6,0.49,STABLE,-0.02,-1.76,220,36,32.9
560,101,9/9/2013 14:06,2109,20.32,19.91,0.41,7.8,1820,0.054,0.415,0.361,7.2,0.863,0.6,0.49,STABLE,-0.01,-1.77,189,16,32.8
561,101,9/9/2013 14:17,2132,20.32,19.9,0.41,7.8,1855,0.054,0.422,0.368,7.2,0.87,0.6,0.49,STABLE,0,-1.77,204,39,32.9
562,101,9/9/2013 14:27,2722,20.32,19.79,0.53,7.8,2456,0.054,0.54,0.486,7.3,0.902,0.8,0.49,STABLE,0,-1.77,240,5,33.1
563,101,9/9/2013 14:38,2886,20.31,19.76,0.56,7.9,2610,0.054,0.569,0.515,7.3,0.904,0.8,0.49,DYNAMIC,0.14,-1.63,262,35,33.7
564,101,9/9/2013 14:48,2877,20.32,19.75,0.56,7.9,2667,0.054,0.582,0.528,7.3,0.927,0.8,0.49,STABLE,0.1,-1.53,282,88,33.9
565,101,9/9/2013 14:59,2314,20.32,19.86,0.46,7.9,2234,0.054,0.497,0.443,7.3,0.965,0.7,0.49,STABLE,-0.01,-1.54,350,56,34.2
566,101,9/9/2013 15:09,1769,20.32,19.97,0.35,7.9,1663,0.054,0.384,0.33,7.4,0.94,0.5,0.49,STABLE,-0.01,-1.55,278,24,34
567,101,9/9/2013 15:20,1903,20.32,19.95,0.37,8,1672,0.054,0.386,0.332,7.4,0.878,0.5,0.49,STABLE,0,-1.55,88,5,33.8
568,101,9/9/2013 15:30,2032,20.31,19.92,0.39,8,1756,0.054,0.401,0.347,7.4,0.864,0.6,0.49,STABLE,0.01,-1.54,262,28,33.6
569,101,9/9/2013 15:41,2053,20.32,19.92,0.39,8,1765,0.054,0.403,0.349,7.4,0.86,0.6,0.49,STABLE,-0.01,-1.55,115,9,33.6
570,101,9/9/2013 15:51,2093,20.32,19.91,0.4,8,1795,0.054,0.41,0.356,7.4,0.858,0.6,0.49,STABLE,-0.02,-1.57,170,19,33.6
571,101,9/9/2013 16:02,2678,20.32,19.8,0.52,8,2341,0.054,0.518,0.465,7.5,0.874,0.8,0.49,STABLE,0,-1.57,219,21,33.8
572,101,9/9/2013 16:12,3096,20.32,19.72,0.6,8.1,2732,0.053,0.595,0.542,7.5,0.882,0.9,0.49,STABLE,0.01,-1.56,347,34,34.7
573,101,9/9/2013 16:23,2962,20.32,19.74,0.58,8.1,2663,0.054,0.582,0.528,7.5,0.899,0.9,0.49,DYNAMIC,0.08,-1.48,346,64,35.5
574,101,9/9/2013 16:33,2743,20.32,19.78,0.54,8.1,2538,0.054,0.557,0.504,7.5,0.925,0.8,0.49,STABLE,0.18,-1.3,204,61,35.3
575,101,9/9/2013 16:44,2772,20.31,19.77,0.55,8.2,2675,0.054,0.586,0.532,7.6,0.965,0.8,0.49,STABLE,0.05,-1.25,631,196,35.4
576,101,9/9/2013 16:54,2049,20.31,19.91,0.4,8.2,1918,0.054,0.435,0.381,7.6,0.936,0.6,0.49,STABLE,0,-1.25,208,23,34.9
577,101,9/9/2013 17:05,1698,20.32,19.98,0.33,8.2,1547,0.054,0.362,0.308,7.6,0.911,0.5,0.49,STABLE,0,-1.25,64,1,33.9
578,101,9/9/2013 17:15,1882,20.31,19.95,0.36,8.2,1673,0.054,0.385,0.332,7.6,0.889,0.5,0.49,STABLE,0.01,-1.24,1,0,33.3
579,101,9/9/2013 17:26,2132,20.32,19.91,0.41,8.2,1799,0.054,0.411,0.357,7.6,0.844,0.6,0.49,STABLE,0,-1.24,90,3,33.3
580,101,9/9/2013 17:36,2536,20.32,19.83,0.49,8.3,2253,0.054,0.501,0.448,7.7,0.889,0.7,0.49,STABLE,-0.02,-1.26,536,6,33.7
581,101,9/9/2013 17:47,2783,20.32,19.78,0.54,8.3,2452,0.054,0.541,0.487,7.7,0.881,0.8,0.49,STABLE,-0.01,-1.27,221,4,34.3
582,101,9/9/2013 17:57,3100,20.32,19.71,0.6,8.3,2785,0.054,0.607,0.553,7.7,0.898,0.9,0.49,STABLE,0.13,-1.14,300,14,35.3
583,101,9/9/2013 18:08,3064,20.31,19.71,0.61,8.4,2905,0.054,0.634,0.581,7.7,0.948,0.9,0.49,STABLE,0.23,-0.91,157,24,35.3
584,101,9/9/2013 18:18,2974,20.31,19.72,0.59,8.4,2828,0.054,0.622,0.568,7.8,0.951,0.9,0.48,STABLE,0.02,-0.89,425,114,35.2
585,101,9/9/2013 18:29,1972,20.31,19.92,0.39,8.4,1858,0.054,0.427,0.373,7.8,0.942,0.6,0.48,STABLE,0,-0.89,64,0,35
586,101,9/9/2013 18:39,2085,20.31,19.9,0.41,8.4,1878,0.054,0.432,0.377,7.8,0.901,0.6,0.48,STABLE,-0.01,-0.9,110,0,34.6
587,101,9/9/2013 18:50,2535,20.31,19.82,0.49,8.5,2278,0.054,0.506,0.452,7.8,0.899,0.7,0.49,STABLE,0.01,-0.89,296,9,34.5
588,101,9/9/2013 19:00,2576,20.31,19.81,0.5,8.5,2343,0.055,0.519,0.464,7.9,0.909,0.7,0.49,STABLE,0,-0.89,128,18,34.6
589,101,9/9/2013 19:11,2973,20.31,19.73,0.58,8.5,2772,0.055,0.604,0.549,7.9,0.933,0.9,0.49,DYNAMIC,0.1,-0.79,277,41,34.8
590,101,9/9/2013 19:21,3033,20.31,19.72,0.59,8.5,2899,0.055,0.629,0.574,7.9,0.956,0.9,0.49,STABLE,0.2,-0.59,432,187,34.7
591,101,9/9/2013 19:32,2191,20.31,19.88,0.43,8.6,2113,0.055,0.474,0.418,7.9,0.964,0.6,0.49,STABLE,0,-0.59,355,43,34.6
592,101,9/9/2013 19:42,1951,20.31,19.93,0.38,8.6,1793,0.055,0.411,0.355,8,0.919,0.6,0.49,STABLE,-0.01,-0.6,225,0,33.7
593,101,9/9/2013 19:53,2056,20.31,19.91,0.4,8.6,1850,0.055,0.422,0.367,8,0.9,0.6,0.49,STABLE,-0.01,-0.61,92,0,33.5
594,101,9/9/2013 20:03,2794,20.31,19.76,0.55,8.6,2593,0.055,0.57,0.514,8,0.928,0.8,0.49,STABLE,-0.01,-0.62,310,43,33.6
595,101,9/9/2013 20:14,2394,20.31,19.85,0.47,8.7,2168,0.055,0.485,0.43,8,0.905,0.7,0.49,STABLE,0,-0.62,87,3,33.9
596,101,9/9/2013 20:24,3022,20.31,19.73,0.59,8.7,2725,0.056,0.596,0.54,8,0.902,0.9,0.49,STABLE,0.06,-0.56,217,37,34.5
597,101,9/9/2013 20:35,3020,20.31,19.72,0.59,8.7,2837,0.056,0.618,0.562,8.1,0.94,0.9,0.49,DYNAMIC,0.05,-0.51,272,25,34.6
598,101,9/9/2013 20:45,2453,20.31,19.83,0.48,8.7,2323,0.056,0.516,0.46,8.1,0.947,0.7,0.49,STABLE,0.21,-0.3,83,13,34.4
599,101,9/9/2013 20:56,2078,20.31,19.9,0.41,8.8,1941,0.056,0.44,0.384,8.1,0.934,0.6,0.49,STABLE,0,-0.3,132,1,34.2
600,101,9/9/2013 21:06,2196,20.31,19.88,0.43,8.8,2003,0.056,0.452,0.396,8.1,0.912,0.6,0.49,STABLE,0,-0.3,148,4,34
601,101,9/9/2013 21:17,2367,20.31,19.85,0.46,8.8,2144,0.056,0.481,0.425,8.2,0.906,0.7,0.49,STABLE,-0.02,-0.32,508,10,33.8
602,101,9/9/2013 21:27,3093,20.31,19.71,0.6,8.8,2874,0.056,0.626,0.569,8.2,0.929,0.9,0.49,STABLE,0.05,-0.27,285,36,34.3
603,101,9/9/2013 21:38,3271,20.31,19.66,0.64,8.9,3127,0.056,0.676,0.62,8.2,0.956,1,0.49,STABLE,0.15,-0.12,758,235,34.7
604,101,9/9/2013 21:48,2853,20.31,19.75,0.56,8.9,2742,0.056,0.6,0.543,8.3,0.961,0.8,0.49,STABLE,0.07,-0.05,392,17,34.8
605,101,9/9/2013 21:59,2330,20.31,19.85,0.46,8.9,2231,0.057,0.498,0.442,8.3,0.958,0.7,0.49,STABLE,0.01,-0.04,290,19,35
606,101,9/9/2013 22:09,2954,20.31,19.73,0.58,9,2775,0.057,0.604,0.547,8.3,0.939,0.9,0.49,STABLE,0.19,0.15,318,9,35
607,101,9/9/2013 22:20,2834,20.31,19.75,0.56,9,2730,0.057,0.596,0.539,8.3,0.963,0.8,0.49,DYNAMIC,-0.01,0.14,167,26,34.8
608,101,9/9/2013 22:30,2977,20.31,19.72,0.58,9,2856,0.057,0.622,0.565,8.4,0.959,0.9,0.49,STABLE,0.16,0.3,265,33,34.4
609,101,9/9/2013 22:41,2118,20.31,19.89,0.42,9,2025,0.057,0.458,0.401,8.4,0.956,0.6,0.49,STABLE,-0.01,0.29,180,18,34.2
610,101,9/9/2013 22:51,2020,20.31,19.91,0.39,9.1,1854,0.057,0.424,0.367,8.4,0.918,0.6,0.49,STABLE,-0.01,0.28,451,2,33.6
611,101,9/9/2013 23:02,2127,20.31,19.9,0.41,9.1,1902,0.057,0.434,0.377,8.4,0.895,0.6,0.49,STABLE,0,0.28,137,1,33.4
612,101,9/9/2013 23:12,2225,20.31,19.88,0.43,9.1,1981,0.057,0.449,0.392,8.4,0.89,0.6,0.49,STABLE,0.01,0.29,247,4,33.2
613,101,9/9/2013 23:23,2189,20.31,19.88,0.42,9.1,1956,0.057,0.444,0.387,8.5,0.894,0.6,0.49,STABLE,0,0.29,222,0,33.1
614,101,9/9/2013 23:33,2278,20.31,19.87,0.44,9.2,2001,0.057,0.453,0.396,8.5,0.878,0.7,0.49,STABLE,0,0.29,154,0,33.2
615,101,9/9/2013 23:44,2373,20.31,19.85,0.46,9.2,2137,0.057,0.481,0.423,8.5,0.9,0.7,0.49,STABLE,-0.02,0.27,95,6,33.3
616,101,9/9/2013 23:54,3129,20.31,19.7,0.61,9.2,2892,0.057,0.63,0.573,8.5,0.924,0.9,0.49,DYNAMIC,0.01,0.28,261,68,34
617,101,9/10/2013 0:05,3180,20.31,19.68,0.62,9.2,3021,0.057,0.656,0.599,8.6,0.95,0.9,0.49,DYNAMIC,0.04,0.32,350,58,34.6
618,101,9/10/2013 0:15,3297,20.31,19.66,0.65,9.3,3159,0.057,0.683,0.626,8.6,0.958,1,0.49,STABLE,0.33,0.65,1186,157,34.1
619,101,9/10/2013 0:26,3245,20.31,19.67,0.64,9.3,3148,0.057,0.68,0.623,8.6,0.97,0.9,0.49,STABLE,0.08,0.73,327,121,34.6
620,101,9/10/2013 0:36,3180,20.31,19.69,0.62,9.3,3087,0.057,0.666,0.608,8.7,0.971,0.9,0.49,STABLE,0.12,0.85,563,109,34.5
621,101,9/10/2013 0:47,2594,20.31,19.79,0.51,9.4,2561,0.057,0.563,0.506,8.7,0.988,0.8,0.49,STABLE,-0.01,0.84,358,67,34.5
622,101,9/10/2013 0:57,1892,20.31,19.93,0.37,9.4,1825,0.057,0.418,0.361,8.7,0.965,0.6,0.49,STABLE,0,0.84,209,8,34.3
623,101,9/10/2013 1:08,1834,20.31,19.95,0.36,9.4,1714,0.057,0.396,0.339,8.7,0.934,0.5,0.49,STABLE,-0.01,0.83,69,0,33.9
624,101,9/10/2013 1:18,1984,20.3,19.92,0.38,9.4,1763,0.057,0.406,0.349,8.7,0.889,0.6,0.49,STABLE,-0.01,0.82,139,1,33.6
625,101,9/10/2013 1:29,2179,20.31,19.88,0.42,9.4,1918,0.056,0.437,0.38,8.8,0.88,0.6,0.49,STABLE,0,0.82,191,3,33.7
626,101,9/10/2013 1:39,2022,20.31,19.92,0.39,9.5,1781,0.057,0.409,0.353,8.8,0.881,0.6,0.49,STABLE,0.01,0.83,102,2,33.7
627,101,9/10/2013 1:50,2261,20.31,19.87,0.44,9.5,1983,0.057,0.449,0.392,8.8,0.877,0.6,0.49,STABLE,0,0.83,276,0,33.6
628,101,9/10/2013 2:00,2299,20.31,19.86,0.44,9.5,2023,0.057,0.457,0.401,8.8,0.88,0.7,0.49,STABLE,-0.01,0.82,201,3,33.8
629,101,9/10/2013 2:11,2846,20.3,19.75,0.55,9.5,2622,0.056,0.576,0.519,8.8,0.921,0.8,0.49,STABLE,-0.01,0.81,262,12,34
630,101,9/10/2013 2:21,2982,20.31,19.73,0.58,9.6,2739,0.057,0.6,0.543,8.9,0.919,0.9,0.49,STABLE,0.09,0.9,246,26,34.5
631,101,9/10/2013 2:32,3214,20.31,19.68,0.63,9.6,3078,0.057,0.667,0.61,8.9,0.958,0.9,0.49,STABLE,0.24,1.14,298,51,35.1
632,101,9/10/2013 2:42,3196,20.31,19.68,0.63,9.6,3123,0.057,0.675,0.618,8.9,0.977,0.9,0.49,STABLE,0.21,1.35,407,83,35.2
633,101,9/10/2013 2:53,2863,20.3,19.74,0.57,9.7,2856,0.056,0.621,0.565,9,0.997,0.8,0.49,STABLE,0.14,1.49,209,33,35.2
634,101,9/10/2013 3:03,2782,20.31,19.76,0.55,9.7,2719,0.056,0.595,0.538,9,0.977,0.8,0.49,STABLE,0.12,1.61,92,17,35.2
635,101,9/10/2013 3:14,2578,20.31,19.8,0.51,9.7,2518,0.057,0.555,0.499,9,0.977,0.8,0.49,STABLE,0.08,1.69,115,13,35
636,101,9/10/2013 3:24,2300,20.3,19.85,0.45,9.7,2202,0.057,0.493,0.436,9,0.957,0.7,0.49,STABLE,0.06,1.75,278,12,34.6
637,101,9/10/2013 3:35,1986,20.31,19.92,0.39,9.8,1899,0.057,0.433,0.376,9.1,0.956,0.6,0.49,STABLE,-0.01,1.74,105,3,34.2
638,101,9/10/2013 3:45,2024,20.31,19.91,0.4,9.8,1876,0.057,0.429,0.372,9.1,0.927,0.6,0.49,STABLE,-0.01,1.73,0,0,34
639,101,9/10/2013 3:56,2356,20.31,19.85,0.46,9.8,2148,0.057,0.482,0.425,9.1,0.912,0.7,0.49,STABLE,0.01,1.74,34,0,33.8
640,101,9/10/2013 4:06,2146,20.3,19.89,0.42,9.8,1963,0.057,0.446,0.388,9.1,0.915,0.6,0.49,STABLE,0.01,1.75,113,0,33.9
641,101,9/10/2013 4:17,2306,20.31,19.86,0.45,9.9,2113,0.057,0.475,0.418,9.1,0.916,0.7,0.49,STABLE,-0.01,1.74,6,0,33.8
642,101,9/10/2013 4:27,2318,20.31,19.86,0.45,9.9,2121,0.057,0.474,0.417,9.2,0.915,0.7,0.49,STABLE,-0.01,1.73,6,1,33.9
643,101,9/10/2013 4:38,2811,20.31,19.76,0.55,9.9,2649,0.057,0.58,0.523,9.2,0.943,0.8,0.49,STABLE,0.02,1.75,79,9,34.1
644,101,9/10/2013 4:48,3315,20.31,19.66,0.65,9.9,3196,0.057,0.689,0.632,9.2,0.964,1,0.49,DYNAMIC,0.18,1.93,325,65,34.6
645,101,9/10/2013 4:59,3150,20.31,19.68,0.62,10,3106,0.057,0.672,0.615,9.3,0.986,0.9,0.49,STABLE,0.23,2.16,235,22,34.7
